id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment,country,country_clean
ID2927610,1,43,15009696.00,0.69,3.78,16.52,3,champions,ID,Indonesia
ID2927664,155,1,9122850.00,5.05,0.69,16.03,5,need bring back,ID,Indonesia
ID2927706,204,3,153084.00,5.32,1.39,11.94,0,can not lose,ID,Indonesia
ID2927760,8,8,2889234.00,2.20,2.20,14.88,3,champions,ID,Indonesia
ID2927946,99,1,64830.00,4.61,0.69,11.08,0,can not lose,ID,Indonesia
ID2928114,36,6,560622.00,3.61,1.95,13.24,1,new customers with high buying ability,ID,Indonesia
ID2928180,29,6,520446.00,3.40,1.95,13.16,1,new customers with high buying ability,ID,Indonesia
ID2928246,36,1,120738.00,3.61,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID2928342,36,22,8128254.00,3.61,3.14,15.91,3,champions,ID,Indonesia
ID2928468,1,25,5963322.00,0.69,3.26,15.60,3,champions,ID,Indonesia
ID2928516,106,1,120390.00,4.67,0.69,11.70,0,can not lose,ID,Indonesia
ID2928540,57,1,362250.00,4.06,0.69,12.80,5,need bring back,ID,Indonesia
ID2928582,120,2,342534.00,4.80,1.10,12.74,5,need bring back,ID,Indonesia
ID2928810,22,9,1328562.00,3.14,2.30,14.10,1,new customers with high buying ability,ID,Indonesia
ID2928912,71,1,1207020.00,4.28,0.69,14.00,5,need bring back,ID,Indonesia
ID2928924,8,6,1927626.00,2.20,1.95,14.47,1,new customers with high buying ability,ID,Indonesia
ID2928972,120,1,224484.00,4.80,0.69,12.32,0,can not lose,ID,Indonesia
ID2929050,29,12,1951752.00,3.40,2.56,14.48,1,new customers with high buying ability,ID,Indonesia
ID2929158,78,2,483912.00,4.37,1.10,13.09,5,need bring back,ID,Indonesia
ID2929188,1,7,671130.00,0.69,2.08,13.42,1,new customers with high buying ability,ID,Indonesia
ID2929248,29,3,809436.00,3.40,1.39,13.60,1,new customers with high buying ability,ID,Indonesia
ID2929344,36,1,102678.00,3.61,0.69,11.54,4,new customers with low buying ability,ID,Indonesia
ID2929350,22,2,160410.00,3.14,1.10,11.99,4,new customers with low buying ability,ID,Indonesia
ID2929428,50,2,327162.00,3.93,1.10,12.70,5,need bring back,ID,Indonesia
ID2929704,78,1,61854.00,4.37,0.69,11.03,4,new customers with low buying ability,ID,Indonesia
ID2929716,22,1,120750.00,3.14,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID2929890,337,1,191406.00,5.82,0.69,12.16,0,can not lose,ID,Indonesia
ID2929920,106,5,232626.00,4.67,1.79,12.36,5,need bring back,ID,Indonesia
ID2929932,92,2,832794.00,4.53,1.10,13.63,5,need bring back,ID,Indonesia
ID2930028,127,1,121662.00,4.85,0.69,11.71,0,can not lose,ID,Indonesia
ID2930052,15,17,4498320.00,2.77,2.89,15.32,3,champions,ID,Indonesia
ID2930064,232,1,436464.00,5.45,0.69,12.99,5,need bring back,ID,Indonesia
ID2930124,15,8,918204.00,2.77,2.20,13.73,1,new customers with high buying ability,ID,Indonesia
ID2930172,29,4,1002678.00,3.40,1.61,13.82,1,new customers with high buying ability,ID,Indonesia
ID2930238,29,3,485736.00,3.40,1.39,13.09,1,new customers with high buying ability,ID,Indonesia
ID2930256,288,1,194850.00,5.67,0.69,12.18,0,can not lose,ID,Indonesia
ID2930490,155,2,183690.00,5.05,1.10,12.12,0,can not lose,ID,Indonesia
ID2930520,22,3,425754.00,3.14,1.39,12.96,1,new customers with high buying ability,ID,Indonesia
ID2930664,15,6,733170.00,2.77,1.95,13.51,1,new customers with high buying ability,ID,Indonesia
ID2930754,1,54,40667100.00,0.69,4.01,17.52,3,champions,ID,Indonesia
ID2930772,85,2,141522.00,4.45,1.10,11.86,0,can not lose,ID,Indonesia
ID2930952,36,2,299922.00,3.61,1.10,12.61,4,new customers with low buying ability,ID,Indonesia
ID2931030,295,1,64830.00,5.69,0.69,11.08,0,can not lose,ID,Indonesia
ID2931060,36,1,102678.00,3.61,0.69,11.54,4,new customers with low buying ability,ID,Indonesia
ID2931090,183,1,486648.00,5.21,0.69,13.10,5,need bring back,ID,Indonesia
ID2931132,15,19,3133668.00,2.77,3.00,14.96,3,champions,ID,Indonesia
ID2931234,106,1,27708.00,4.67,0.69,10.23,2,may lose,ID,Indonesia
ID2931864,232,1,120390.00,5.45,0.69,11.70,0,can not lose,ID,Indonesia
ID2931966,1,42,14512380.00,0.69,3.76,16.49,3,champions,ID,Indonesia
ID2932062,330,1,387798.00,5.80,0.69,12.87,0,can not lose,ID,Indonesia
ID2932074,99,2,128964.00,4.61,1.10,11.77,0,can not lose,ID,Indonesia
ID2932152,330,1,27696.00,5.80,0.69,10.23,2,may lose,ID,Indonesia
ID2932188,43,2,240168.00,3.78,1.10,12.39,4,new customers with low buying ability,ID,Indonesia
ID2932290,134,6,2907414.00,4.91,1.95,14.88,5,need bring back,ID,Indonesia
ID2932422,211,3,820428.00,5.36,1.39,13.62,5,need bring back,ID,Indonesia
ID2932662,36,9,1317648.00,3.61,2.30,14.09,1,new customers with high buying ability,ID,Indonesia
ID2932746,22,9,2849310.00,3.14,2.30,14.86,3,champions,ID,Indonesia
ID2932788,22,1,120750.00,3.14,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID2932836,176,5,480432.00,5.18,1.79,13.08,5,need bring back,ID,Indonesia
ID2933034,211,1,39672.00,5.36,0.69,10.59,2,may lose,ID,Indonesia
ID2933046,71,9,1041726.00,4.28,2.30,13.86,5,need bring back,ID,Indonesia
ID2933250,36,4,399288.00,3.61,1.61,12.90,1,new customers with high buying ability,ID,Indonesia
ID2933394,169,1,238956.00,5.14,0.69,12.38,0,can not lose,ID,Indonesia
ID2933526,169,1,448968.00,5.14,0.69,13.01,5,need bring back,ID,Indonesia
ID2933538,64,3,363750.00,4.17,1.39,12.80,5,need bring back,ID,Indonesia
ID2933604,113,12,1680270.00,4.74,2.56,14.33,5,need bring back,ID,Indonesia
ID2933616,232,1,128964.00,5.45,0.69,11.77,0,can not lose,ID,Indonesia
ID2933646,99,1,121662.00,4.61,0.69,11.71,0,can not lose,ID,Indonesia
ID2933850,15,3,2419260.00,2.77,1.39,14.70,1,new customers with high buying ability,ID,Indonesia
ID2933916,211,1,64830.00,5.36,0.69,11.08,0,can not lose,ID,Indonesia
ID2934012,106,2,79320.00,4.67,1.10,11.28,0,can not lose,ID,Indonesia
ID2934240,225,1,121662.00,5.42,0.69,11.71,0,can not lose,ID,Indonesia
ID2934288,15,39,13719534.00,2.77,3.69,16.43,3,champions,ID,Indonesia
ID2934366,15,6,790002.00,2.77,1.95,13.58,1,new customers with high buying ability,ID,Indonesia
ID2934504,127,3,608310.00,4.85,1.39,13.32,5,need bring back,ID,Indonesia
ID2934720,57,1,120750.00,4.06,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID2934732,15,1,38970.00,2.77,0.69,10.57,4,new customers with low buying ability,ID,Indonesia
ID2934822,190,1,39672.00,5.25,0.69,10.59,2,may lose,ID,Indonesia
ID2934828,64,1,102678.00,4.17,0.69,11.54,4,new customers with low buying ability,ID,Indonesia
ID2934924,22,19,3283560.00,3.14,3.00,15.00,3,champions,ID,Indonesia
ID2934960,309,2,129660.00,5.74,1.10,11.77,0,can not lose,ID,Indonesia
ID2935128,29,4,546264.00,3.40,1.61,13.21,1,new customers with high buying ability,ID,Indonesia
ID2935182,274,3,1012512.00,5.62,1.39,13.83,5,need bring back,ID,Indonesia
ID2935512,134,2,194490.00,4.91,1.10,12.18,0,can not lose,ID,Indonesia
ID2935644,162,2,185820.00,5.09,1.10,12.13,0,can not lose,ID,Indonesia
ID2935860,64,14,1676832.00,4.17,2.71,14.33,1,new customers with high buying ability,ID,Indonesia
ID2935968,8,17,993228.00,2.20,2.89,13.81,1,new customers with high buying ability,ID,Indonesia
ID2936334,281,1,62826.00,5.64,0.69,11.05,0,can not lose,ID,Indonesia
ID2936352,15,4,700428.00,2.77,1.61,13.46,1,new customers with high buying ability,ID,Indonesia
ID2936376,22,4,914526.00,3.14,1.61,13.73,1,new customers with high buying ability,ID,Indonesia
ID2936472,8,4,546042.00,2.20,1.61,13.21,1,new customers with high buying ability,ID,Indonesia
ID2936484,22,23,9821070.00,3.14,3.18,16.10,3,champions,ID,Indonesia
ID2936760,176,1,121662.00,5.18,0.69,11.71,0,can not lose,ID,Indonesia
ID2936940,99,6,851586.00,4.61,1.95,13.65,5,need bring back,ID,Indonesia
ID2937006,8,4,603750.00,2.20,1.61,13.31,1,new customers with high buying ability,ID,Indonesia
ID2937192,169,2,230790.00,5.14,1.10,12.35,0,can not lose,ID,Indonesia
ID2937246,260,2,777546.00,5.56,1.10,13.56,5,need bring back,ID,Indonesia
ID2937282,302,1,120084.00,5.71,0.69,11.70,0,can not lose,ID,Indonesia
ID2937312,29,9,2305074.00,3.40,2.30,14.65,1,new customers with high buying ability,ID,Indonesia
ID2937336,148,1,64452.00,5.00,0.69,11.07,0,can not lose,ID,Indonesia
ID2937600,50,16,4257024.00,3.93,2.83,15.26,3,champions,ID,Indonesia
ID2937960,15,17,1593618.00,2.77,2.89,14.28,1,new customers with high buying ability,ID,Indonesia
ID2937966,71,6,670146.00,4.28,1.95,13.42,5,need bring back,ID,Indonesia
ID2938026,92,4,735378.00,4.53,1.61,13.51,5,need bring back,ID,Indonesia
ID2938188,1,1,24396.00,0.69,0.69,10.10,4,new customers with low buying ability,ID,Indonesia
ID2938266,29,5,186156.00,3.40,1.79,12.13,4,new customers with low buying ability,ID,Indonesia
ID2938326,43,4,241866.00,3.78,1.61,12.40,4,new customers with low buying ability,ID,Indonesia
ID2938344,337,1,62352.00,5.82,0.69,11.04,0,can not lose,ID,Indonesia
ID2938368,22,16,1338618.00,3.14,2.83,14.11,1,new customers with high buying ability,ID,Indonesia
ID2938380,274,1,243276.00,5.62,0.69,12.40,0,can not lose,ID,Indonesia
ID2938662,127,1,64452.00,4.85,0.69,11.07,0,can not lose,ID,Indonesia
ID2938692,155,3,417222.00,5.05,1.39,12.94,5,need bring back,ID,Indonesia
ID2938806,43,3,191634.00,3.78,1.39,12.16,4,new customers with low buying ability,ID,Indonesia
ID2938968,190,1,121662.00,5.25,0.69,11.71,0,can not lose,ID,Indonesia
ID2939010,57,11,2033028.00,4.06,2.48,14.53,1,new customers with high buying ability,ID,Indonesia
ID2939028,57,3,304776.00,4.06,1.39,12.63,5,need bring back,ID,Indonesia
ID2939184,211,1,120084.00,5.36,0.69,11.70,0,can not lose,ID,Indonesia
ID2939424,15,45,12946056.00,2.77,3.83,16.38,3,champions,ID,Indonesia
ID2939490,85,5,876168.00,4.45,1.79,13.68,5,need bring back,ID,Indonesia
ID2939514,15,4,485838.00,2.77,1.61,13.09,1,new customers with high buying ability,ID,Indonesia
ID2939676,8,17,2151072.00,2.20,2.89,14.58,3,champions,ID,Indonesia
ID2939778,99,1,121662.00,4.61,0.69,11.71,0,can not lose,ID,Indonesia
ID2940006,22,20,963942.00,3.14,3.04,13.78,1,new customers with high buying ability,ID,Indonesia
ID2940030,8,28,5567820.00,2.20,3.37,15.53,3,champions,ID,Indonesia
ID2940234,218,4,410016.00,5.39,1.61,12.92,5,need bring back,ID,Indonesia
ID2940282,50,10,2188536.00,3.93,2.40,14.60,1,new customers with high buying ability,ID,Indonesia
ID2940414,71,8,1172934.00,4.28,2.20,13.98,5,need bring back,ID,Indonesia
ID2940636,29,35,7777254.00,3.40,3.58,15.87,3,champions,ID,Indonesia
ID2940648,323,1,64482.00,5.78,0.69,11.07,0,can not lose,ID,Indonesia
ID2940798,239,4,3350988.00,5.48,1.61,15.02,5,need bring back,ID,Indonesia
ID2940846,281,3,987534.00,5.64,1.39,13.80,5,need bring back,ID,Indonesia
ID2940894,71,1,222762.00,4.28,0.69,12.31,0,can not lose,ID,Indonesia
ID2941188,22,2,126804.00,3.14,1.10,11.75,4,new customers with low buying ability,ID,Indonesia
ID2941260,43,3,1289634.00,3.78,1.39,14.07,5,need bring back,ID,Indonesia
ID2941296,309,1,243408.00,5.74,0.69,12.40,0,can not lose,ID,Indonesia
ID2941404,15,36,12915042.00,2.77,3.61,16.37,3,champions,ID,Indonesia
ID2941416,29,2,314040.00,3.40,1.10,12.66,4,new customers with low buying ability,ID,Indonesia
ID2941458,22,2,1082310.00,3.14,1.10,13.89,1,new customers with high buying ability,ID,Indonesia
ID2941662,22,4,272166.00,3.14,1.61,12.51,1,new customers with high buying ability,ID,Indonesia
ID2941728,15,21,7586622.00,2.77,3.09,15.84,3,champions,ID,Indonesia
ID2941926,22,1,27216.00,3.14,0.69,10.21,4,new customers with low buying ability,ID,Indonesia
ID2942232,309,1,79428.00,5.74,0.69,11.28,0,can not lose,ID,Indonesia
ID2942292,78,16,4771182.00,4.37,2.83,15.38,3,champions,ID,Indonesia
ID2942310,330,1,23262.00,5.80,0.69,10.05,2,may lose,ID,Indonesia
ID2942328,71,4,1515576.00,4.28,1.61,14.23,5,need bring back,ID,Indonesia
ID2942358,57,8,997542.00,4.06,2.20,13.81,5,need bring back,ID,Indonesia
ID2942730,29,6,671316.00,3.40,1.95,13.42,1,new customers with high buying ability,ID,Indonesia
ID2942736,22,1,311760.00,3.14,0.69,12.65,4,new customers with low buying ability,ID,Indonesia
ID2942748,99,2,602880.00,4.61,1.10,13.31,5,need bring back,ID,Indonesia
ID2943300,36,6,1463088.00,3.61,1.95,14.20,1,new customers with high buying ability,ID,Indonesia
ID2943312,36,1,102678.00,3.61,0.69,11.54,4,new customers with low buying ability,ID,Indonesia
ID2943396,50,1,222762.00,3.93,0.69,12.31,4,new customers with low buying ability,ID,Indonesia
ID2943468,323,1,244764.00,5.78,0.69,12.41,0,can not lose,ID,Indonesia
ID2943510,190,4,486684.00,5.25,1.61,13.10,5,need bring back,ID,Indonesia
ID2943816,43,2,126684.00,3.78,1.10,11.75,4,new customers with low buying ability,ID,Indonesia
ID2944104,8,6,679248.00,2.20,1.95,13.43,1,new customers with high buying ability,ID,Indonesia
ID2944158,8,13,5953008.00,2.20,2.64,15.60,3,champions,ID,Indonesia
ID2944302,15,2,159720.00,2.77,1.10,11.98,4,new customers with low buying ability,ID,Indonesia
ID2944416,267,1,475488.00,5.59,0.69,13.07,5,need bring back,ID,Indonesia
ID2944464,183,2,230814.00,5.21,1.10,12.35,0,can not lose,ID,Indonesia
ID2944476,120,2,186468.00,4.80,1.10,12.14,0,can not lose,ID,Indonesia
ID2944512,92,1,121662.00,4.53,0.69,11.71,0,can not lose,ID,Indonesia
ID2944632,29,7,893850.00,3.40,2.08,13.70,1,new customers with high buying ability,ID,Indonesia
ID2944686,36,5,604662.00,3.61,1.79,13.31,1,new customers with high buying ability,ID,Indonesia
ID2944692,204,1,27702.00,5.32,0.69,10.23,2,may lose,ID,Indonesia
ID2944854,99,1,76692.00,4.61,0.69,11.25,0,can not lose,ID,Indonesia
ID2944890,120,10,1194174.00,4.80,2.40,13.99,5,need bring back,ID,Indonesia
ID2944896,15,56,22141152.00,2.77,4.04,16.91,3,champions,ID,Indonesia
ID2944902,22,3,364242.00,3.14,1.39,12.81,1,new customers with high buying ability,ID,Indonesia
ID2944920,64,4,481224.00,4.17,1.61,13.08,5,need bring back,ID,Indonesia
ID2944986,99,1,121662.00,4.61,0.69,11.71,0,can not lose,ID,Indonesia
ID2945004,85,3,724308.00,4.45,1.39,13.49,5,need bring back,ID,Indonesia
ID2945058,15,8,1295358.00,2.77,2.20,14.07,1,new customers with high buying ability,ID,Indonesia
ID2945256,57,1,726780.00,4.06,0.69,13.50,5,need bring back,ID,Indonesia
ID2945280,15,22,1543002.00,2.77,3.14,14.25,3,champions,ID,Indonesia
ID2945388,99,1,121662.00,4.61,0.69,11.71,0,can not lose,ID,Indonesia
ID2945400,36,2,285408.00,3.61,1.10,12.56,4,new customers with low buying ability,ID,Indonesia
ID2945454,15,3,300744.00,2.77,1.39,12.61,1,new customers with high buying ability,ID,Indonesia
ID2945538,57,5,490758.00,4.06,1.79,13.10,5,need bring back,ID,Indonesia
ID2945622,43,23,2067840.00,3.78,3.18,14.54,3,champions,ID,Indonesia
ID2945748,155,2,129660.00,5.05,1.10,11.77,0,can not lose,ID,Indonesia
ID2945784,85,6,672198.00,4.45,1.95,13.42,5,need bring back,ID,Indonesia
ID2945826,15,33,10016352.00,2.77,3.53,16.12,3,champions,ID,Indonesia
ID2945844,267,2,1334958.00,5.59,1.10,14.10,5,need bring back,ID,Indonesia
ID2946012,64,2,308034.00,4.17,1.10,12.64,5,need bring back,ID,Indonesia
ID2946030,85,1,38970.00,4.45,0.69,10.57,2,may lose,ID,Indonesia
ID2946228,113,4,609714.00,4.74,1.61,13.32,5,need bring back,ID,Indonesia
ID2946270,15,6,498390.00,2.77,1.95,13.12,1,new customers with high buying ability,ID,Indonesia
ID2946426,99,5,166086.00,4.61,1.79,12.02,0,can not lose,ID,Indonesia
ID2946744,309,1,192402.00,5.74,0.69,12.17,0,can not lose,ID,Indonesia
ID2946978,316,1,23262.00,5.76,0.69,10.05,2,may lose,ID,Indonesia
ID2947020,15,6,1176828.00,2.77,1.95,13.98,1,new customers with high buying ability,ID,Indonesia
ID2947500,8,38,13546590.00,2.20,3.66,16.42,3,champions,ID,Indonesia
ID2947740,78,2,123708.00,4.37,1.10,11.73,4,new customers with low buying ability,ID,Indonesia
ID2947980,85,4,332388.00,4.45,1.61,12.71,5,need bring back,ID,Indonesia
ID2948034,15,6,851556.00,2.77,1.95,13.65,1,new customers with high buying ability,ID,Indonesia
ID2948082,176,3,308190.00,5.18,1.39,12.64,5,need bring back,ID,Indonesia
ID2948136,15,26,12632928.00,2.77,3.30,16.35,3,champions,ID,Indonesia
ID2948226,141,4,486648.00,4.96,1.61,13.10,5,need bring back,ID,Indonesia
ID2948328,176,1,2389560.00,5.18,0.69,14.69,5,need bring back,ID,Indonesia
ID2948514,218,1,243324.00,5.39,0.69,12.40,0,can not lose,ID,Indonesia
ID2948532,50,5,1459740.00,3.93,1.79,14.19,5,need bring back,ID,Indonesia
ID2948664,64,2,364158.00,4.17,1.10,12.81,5,need bring back,ID,Indonesia
ID2948754,162,3,466644.00,5.09,1.39,13.05,5,need bring back,ID,Indonesia
ID2948826,43,2,89568.00,3.78,1.10,11.40,4,new customers with low buying ability,ID,Indonesia
ID2949072,176,1,39672.00,5.18,0.69,10.59,2,may lose,ID,Indonesia
ID2949234,232,2,568602.00,5.45,1.10,13.25,5,need bring back,ID,Indonesia
ID2949258,15,17,2141358.00,2.77,2.89,14.58,3,champions,ID,Indonesia
ID2949522,71,6,699828.00,4.28,1.95,13.46,5,need bring back,ID,Indonesia
ID2949558,22,4,1376070.00,3.14,1.61,14.13,1,new customers with high buying ability,ID,Indonesia
ID2949906,323,1,122742.00,5.78,0.69,11.72,0,can not lose,ID,Indonesia
ID2950032,22,12,2426130.00,3.14,2.56,14.70,3,champions,ID,Indonesia
ID2950374,232,1,81264.00,5.45,0.69,11.31,0,can not lose,ID,Indonesia
ID2950446,15,1,120750.00,2.77,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID2950716,8,8,415548.00,2.20,2.20,12.94,1,new customers with high buying ability,ID,Indonesia
ID2950734,15,1,222000.00,2.77,0.69,12.31,4,new customers with low buying ability,ID,Indonesia
ID2950818,113,2,55416.00,4.74,1.10,10.92,0,can not lose,ID,Indonesia
ID2950944,106,1,224484.00,4.67,0.69,12.32,0,can not lose,ID,Indonesia
ID2951118,92,14,3192306.00,4.53,2.71,14.98,5,need bring back,ID,Indonesia
ID2951214,183,1,364986.00,5.21,0.69,12.81,5,need bring back,ID,Indonesia
ID2951244,36,6,590436.00,3.61,1.95,13.29,1,new customers with high buying ability,ID,Indonesia
ID2951304,8,27,6345288.00,2.20,3.33,15.66,3,champions,ID,Indonesia
ID2951358,15,25,3196044.00,2.77,3.26,14.98,3,champions,ID,Indonesia
ID2951556,232,1,224442.00,5.45,0.69,12.32,0,can not lose,ID,Indonesia
ID2951622,155,3,305220.00,5.05,1.39,12.63,5,need bring back,ID,Indonesia
ID2951856,197,1,121662.00,5.29,0.69,11.71,0,can not lose,ID,Indonesia
ID2951940,15,42,8970552.00,2.77,3.76,16.01,3,champions,ID,Indonesia
ID2951994,22,12,1442208.00,3.14,2.56,14.18,1,new customers with high buying ability,ID,Indonesia
ID2952012,92,6,5080410.00,4.53,1.95,15.44,5,need bring back,ID,Indonesia
ID2952042,8,9,954204.00,2.20,2.30,13.77,1,new customers with high buying ability,ID,Indonesia
ID2952096,337,1,83850.00,5.82,0.69,11.34,0,can not lose,ID,Indonesia
ID2952270,302,2,183990.00,5.71,1.10,12.12,0,can not lose,ID,Indonesia
ID2952756,22,3,546678.00,3.14,1.39,13.21,1,new customers with high buying ability,ID,Indonesia
ID2952780,36,4,755436.00,3.61,1.61,13.54,1,new customers with high buying ability,ID,Indonesia
ID2952798,1,18,2913012.00,0.69,2.94,14.88,3,champions,ID,Indonesia
ID2952918,162,2,364986.00,5.09,1.10,12.81,5,need bring back,ID,Indonesia
ID2952930,337,2,168366.00,5.82,1.10,12.03,0,can not lose,ID,Indonesia
ID2952996,57,6,683730.00,4.06,1.95,13.44,5,need bring back,ID,Indonesia
ID2953104,43,6,791898.00,3.78,1.95,13.58,1,new customers with high buying ability,ID,Indonesia
ID2953212,288,1,121338.00,5.67,0.69,11.71,0,can not lose,ID,Indonesia
ID2953236,50,2,364074.00,3.93,1.10,12.81,5,need bring back,ID,Indonesia
ID2953362,323,1,361728.00,5.78,0.69,12.80,0,can not lose,ID,Indonesia
ID2953386,113,6,2626812.00,4.74,1.95,14.78,5,need bring back,ID,Indonesia
ID2953404,183,1,243276.00,5.21,0.69,12.40,0,can not lose,ID,Indonesia
ID2953482,50,11,1794480.00,3.93,2.48,14.40,1,new customers with high buying ability,ID,Indonesia
ID2953488,260,1,121662.00,5.56,0.69,11.71,0,can not lose,ID,Indonesia
ID2953506,330,1,121422.00,5.80,0.69,11.71,0,can not lose,ID,Indonesia
ID2953620,92,1,27216.00,4.53,0.69,10.21,2,may lose,ID,Indonesia
ID2953650,120,1,106224.00,4.80,0.69,11.57,0,can not lose,ID,Indonesia
ID2953686,204,1,120390.00,5.32,0.69,11.70,0,can not lose,ID,Indonesia
ID2953692,197,3,608352.00,5.29,1.39,13.32,5,need bring back,ID,Indonesia
ID2953896,120,2,897948.00,4.80,1.10,13.71,5,need bring back,ID,Indonesia
ID2953968,71,3,724842.00,4.28,1.39,13.49,5,need bring back,ID,Indonesia
ID2953998,8,11,1567050.00,2.20,2.48,14.26,1,new customers with high buying ability,ID,Indonesia
ID2954034,50,4,729060.00,3.93,1.61,13.50,5,need bring back,ID,Indonesia
ID2954064,57,1,59382.00,4.06,0.69,10.99,4,new customers with low buying ability,ID,Indonesia
ID2954142,15,10,3031602.00,2.77,2.40,14.92,3,champions,ID,Indonesia
ID2954148,15,9,4038828.00,2.77,2.30,15.21,3,champions,ID,Indonesia
ID2954238,274,1,121662.00,5.62,0.69,11.71,0,can not lose,ID,Indonesia
ID2954280,253,2,339420.00,5.54,1.10,12.73,0,can not lose,ID,Indonesia
ID2955720,302,1,120000.00,5.71,0.69,11.70,0,can not lose,ID,Indonesia
ID2955960,190,1,106224.00,5.25,0.69,11.57,0,can not lose,ID,Indonesia
ID2957766,15,16,14004912.00,2.77,2.83,16.45,3,champions,ID,Indonesia
ID2959128,36,15,5010084.00,3.61,2.77,15.43,3,champions,ID,Indonesia
ID2959350,1,60,36442518.00,0.69,4.11,17.41,3,champions,ID,Indonesia
ID2959356,302,1,1569360.00,5.71,0.69,14.27,5,need bring back,ID,Indonesia
ID2959656,57,4,485412.00,4.06,1.61,13.09,5,need bring back,ID,Indonesia
